Date,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
29/10/2008,0.862,0.182,243.910,3.600,0.000,0.000,0.000
29/7/2007,0.124,0.000,237.780,0.600,0.000,0.000,0.000
21/6/2007,2.498,0.000,238.380,10.400,38.000,0.000,0.000
25/9/2008,0.304,0.212,241.750,1.400,0.000,1.000,0.000
29/12/2006,0.378,0.266,241.640,1.800,0.000,0.000,0.000
22/4/2007,0.238,0.140,241.650,1.200,0.000,0.000,0.000
23/5/2007,2.310,0.164,233.540,10.000,0.000,0.000,17.000
9/5/2007,0.284,0.076,235.920,1.200,0.000,1.000,0.000
20/3/2008,0.324,0.096,242.580,1.400,0.000,0.000,0.000
14/4/2008,0.446,0.136,241.770,1.800,0.000,0.000,1.000
27/7/2008,0.218,0.084,240.420,1.000,0.000,0.000,1.000
11/11/2007,1.488,0.000,238.190,6.200,0.000,0.000,17.000
6/9/2008,0.414,0.350,240.010,2.200,0.000,2.000,1.000
26/7/2007,0.286,0.110,235.460,1.400,0.000,0.000,0.000
19/12/2007,0.220,0.000,248.930,0.800,0.000,0.000,0.000
27/6/2007,0.586,0.090,242.780,2.600,0.000,0.000,0.000
8/10/2008,0.368,0.112,243.880,1.600,0.000,0.000,1.000
5/4/2008,1.040,0.082,240.920,4.400,0.000,0.000,0.000
3/2/2008,3.782,0.220,238.820,15.800,38.000,2.000,17.000
31/5/2008,0.262,0.122,242.500,1.200,0.000,0.000,0.000
5/4/2008,1.672,0.548,238.210,8.800,13.000,1.000,0.000
6/12/2007,0.398,0.000,242.350,1.800,0.000,0.000,0.000
15/8/2007,1.266,0.148,236.790,5.400,0.000,0.000,17.000
21/7/2008,0.400,0.074,237.080,2.000,0.000,0.000,0.000
27/10/2008,1.488,0.178,242.900,6.000,0.000,0.000,18.000
20/10/2007,0.372,0.174,242.230,1.600,0.000,1.000,0.000
9/12/2008,1.464,0.180,242.340,6.000,0.000,0.000,18.000
17/10/2007,0.258,0.000,238.230,1.000,0.000,0.000,0.000
21/5/2007,0.286,0.060,234.740,1.200,0.000,0.000,0.000
3/3/2008,0.616,0.104,240.990,2.600,0.000,0.000,0.000
30/3/2008,0.412,0.074,246.630,1.600,1.000,0.000,0.000
18/12/2007,0.322,0.090,249.500,1.400,0.000,0.000,0.000
17/12/2007,0.396,0.230,247.160,1.800,0.000,0.000,0.000
21/4/2007,0.116,0.000,240.970,0.600,0.000,0.000,0.000
9/9/2007,1.544,0.132,240.950,6.400,0.000,0.000,18.000
29/9/2008,0.416,0.126,244.780,1.800,0.000,0.000,0.000
17/1/2007,3.662,0.080,237.040,15.400,0.000,0.000,17.000
4/3/2008,0.632,0.114,242.410,2.600,0.000,0.000,0.000
26/12/2006,4.348,0.066,239.060,18.200,38.000,0.000,18.000
7/10/2008,0.714,0.132,236.350,3.000,0.000,0.000,0.000
19/6/2007,2.356,0.074,234.510,10.000,36.000,0.000,0.000
8/7/2007,1.398,0.224,241.200,5.800,0.000,1.000,18.000
2/8/2007,0.278,0.220,235.670,1.400,0.000,0.000,0.000
23/5/2007,0.282,0.000,235.530,1.200,0.000,0.000,0.000
19/5/2008,0.156,0.000,238.900,0.600,0.000,0.000,0.000
3/3/2008,0.652,0.160,238.700,2.800,0.000,1.000,0.000
15/6/2007,0.196,0.134,241.380,1.000,0.000,0.000,0.000
23/3/2008,1.660,0.312,241.880,7.000,0.000,0.000,18.000
29/9/2007,1.532,0.324,242.510,6.400,0.000,1.000,18.000
22/10/2007,1.480,0.224,242.000,6.200,0.000,2.000,18.000
8/11/2008,2.498,0.140,241.330,10.400,2.000,19.000,0.000
2/10/2007,1.462,0.128,238.080,6.200,0.000,1.000,17.000
15/3/2007,1.358,0.000,237.920,5.600,0.000,0.000,17.000
18/3/2007,0.366,0.192,247.920,1.600,0.000,0.000,0.000
25/10/2008,0.340,0.060,244.760,1.400,0.000,2.000,0.000
8/6/2007,4.126,0.494,237.270,18.000,20.000,18.000,17.000
18/10/2008,6.656,0.436,237.120,28.000,37.000,0.000,18.000
22/8/2007,2.272,0.108,240.170,9.400,0.000,0.000,17.000
21/4/2008,0.422,0.204,240.210,1.800,0.000,0.000,0.000
23/4/2007,1.174,0.046,232.330,5.000,1.000,0.000,16.000
21/7/2007,1.264,0.174,231.690,5.400,0.000,0.000,16.000
16/11/2007,0.316,0.102,244.850,1.400,0.000,2.000,0.000
13/1/2007,7.680,0.266,232.270,33.000,37.000,0.000,17.000
28/8/2008,0.258,0.282,242.700,1.400,0.000,1.000,1.000
22/8/2007,0.280,0.236,240.550,1.400,0.000,0.000,0.000
18/3/2008,0.294,0.094,243.940,1.200,0.000,2.000,0.000
31/1/2008,1.658,0.210,243.180,6.800,0.000,1.000,0.000
5/8/2007,1.346,0.000,236.890,5.600,0.000,0.000,18.000
30/7/2008,0.398,0.000,238.350,2.000,0.000,0.000,0.000
31/12/2006,2.516,0.154,241.110,10.400,0.000,0.000,0.000
2/4/2008,0.522,0.000,239.990,2.200,0.000,0.000,0.000
19/10/2007,2.780,0.000,239.400,11.600,0.000,0.000,17.000
4/9/2008,2.564,0.000,236.440,10.800,1.000,0.000,18.000
28/5/2007,1.330,0.000,233.670,5.600,0.000,0.000,17.000
13/2/2007,0.988,0.112,236.860,4.200,0.000,1.000,0.000
25/5/2008,0.644,0.238,242.930,2.800,0.000,0.000,0.000
10/12/2008,2.364,0.096,243.990,9.600,0.000,1.000,18.000
2/11/2007,1.198,0.048,233.160,5.000,0.000,0.000,17.000
26/5/2008,0.346,0.000,241.780,1.600,0.000,0.000,1.000
10/10/2008,1.378,0.102,239.250,5.600,0.000,1.000,18.000
14/5/2008,1.368,0.174,238.320,5.800,1.000,0.000,18.000
25/11/2007,0.306,0.098,242.750,1.200,0.000,1.000,0.000
31/7/2008,0.486,0.112,238.670,2.400,0.000,1.000,1.000
2/12/2007,0.758,0.154,243.680,3.200,0.000,0.000,0.000
10/2/2008,0.338,0.094,245.690,1.400,0.000,0.000,0.000
12/8/2008,0.080,0.000,240.340,0.200,0.000,0.000,1.000
3/7/2007,0.266,0.086,238.730,1.200,0.000,0.000,0.000
13/10/2007,0.312,0.086,239.390,1.400,0.000,0.000,0.000
4/4/2008,0.324,0.112,245.600,1.400,0.000,0.000,0.000
23/1/2008,0.336,0.000,241.320,1.600,0.000,0.000,0.000
16/4/2007,0.226,0.136,240.430,1.000,0.000,0.000,0.000
7/12/2007,0.264,0.000,241.660,1.200,0.000,0.000,0.000
12/4/2008,0.354,0.084,243.770,1.400,0.000,0.000,1.000
16/8/2007,1.152,0.000,238.210,4.800,0.000,0.000,17.000
30/4/2007,0.270,0.048,234.700,1.200,0.000,0.000,0.000
20/2/2007,1.808,0.206,239.940,7.600,0.000,1.000,18.000
18/11/2007,2.780,0.186,238.810,11.600,1.000,1.000,0.000
27/7/2008,0.320,0.108,239.820,1.400,0.000,0.000,1.000
1/2/2008,0.484,0.186,237.790,2.200,0.000,0.000,0.000
21/3/2008,0.294,0.094,245.050,1.200,0.000,2.000,0.000
17/9/2007,0.220,0.090,235.960,1.000,0.000,0.000,0.000
10/11/2008,0.278,0.000,242.010,1.200,0.000,0.000,0.000
30/3/2007,0.388,0.250,243.790,1.800,0.000,1.000,0.000
16/2/2008,0.268,0.000,243.720,1.200,0.000,0.000,0.000
6/11/2008,1.354,0.070,240.020,5.600,0.000,0.000,18.000
13/7/2007,0.244,0.124,241.230,1.200,0.000,0.000,0.000
17/10/2007,2.524,0.302,238.680,10.600,0.000,0.000,0.000
14/6/2007,1.220,0.210,238.360,5.400,0.000,0.000,12.000
13/10/2007,0.218,0.000,240.890,1.000,0.000,0.000,0.000
18/5/2007,1.390,0.082,235.050,5.800,0.000,0.000,17.000
21/8/2007,0.272,0.238,239.490,1.400,0.000,0.000,0.000
20/12/2007,0.256,0.000,247.620,1.000,0.000,0.000,0.000
24/7/2008,2.100,0.186,236.540,8.800,0.000,0.000,29.000
11/11/2007,2.772,0.260,237.620,11.600,1.000,0.000,17.000
6/10/2008,0.360,0.078,241.180,1.600,0.000,0.000,1.000
29/4/2008,4.308,0.186,240.710,17.800,0.000,43.000,18.000
14/10/2008,0.350,0.108,241.820,1.400,0.000,0.000,1.000
22/7/2008,0.396,0.342,241.360,2.200,0.000,1.000,1.000
10/10/2007,0.280,0.048,241.730,1.200,0.000,1.000,0.000
21/4/2007,0.474,0.146,241.240,2.400,0.000,0.000,0.000
12/6/2007,0.338,0.158,241.940,1.600,0.000,0.000,0.000
9/9/2007,0.198,0.090,243.070,0.800,0.000,0.000,0.000
21/4/2007,0.222,0.134,239.240,1.000,0.000,0.000,0.000
10/7/2007,0.342,0.228,240.210,1.800,0.000,1.000,0.000
10/3/2007,3.328,0.640,237.480,14.600,0.000,28.000,0.000
4/5/2007,0.220,0.108,234.300,1.000,0.000,0.000,0.000
7/7/2008,0.446,0.320,239.990,2.200,0.000,0.000,1.000
20/2/2008,2.578,0.142,241.500,10.600,0.000,37.000,0.000
3/5/2008,2.584,0.394,237.600,11.000,0.000,1.000,29.000
20/4/2007,0.204,0.102,239.720,1.000,0.000,0.000,0.000
19/9/2007,0.108,0.000,240.040,0.400,0.000,0.000,0.000
10/8/2007,1.216,0.132,232.910,5.200,0.000,0.000,17.000
3/5/2007,1.318,0.070,235.670,5.600,0.000,2.000,17.000
6/5/2007,2.978,0.334,229.710,13.000,0.000,1.000,17.000
28/5/2008,0.160,0.000,241.790,0.600,0.000,0.000,0.000
26/5/2007,0.372,0.088,236.200,1.600,0.000,0.000,0.000
23/7/2007,0.446,0.210,234.550,2.000,0.000,0.000,0.000
9/12/2008,1.690,0.106,243.690,7.000,0.000,0.000,19.000
10/6/2007,0.728,0.266,243.510,3.200,0.000,0.000,0.000
30/10/2007,0.204,0.000,239.340,0.800,0.000,0.000,0.000
25/10/2007,1.338,0.082,238.400,5.600,0.000,1.000,18.000
20/10/2007,0.478,0.000,242.140,2.000,0.000,0.000,0.000
25/8/2007,0.266,0.126,242.550,1.200,0.000,2.000,0.000
23/11/2008,0.842,0.000,241.340,3.600,0.000,0.000,0.000
10/9/2008,0.210,0.000,238.740,0.800,0.000,0.000,1.000
17/5/2008,1.486,0.322,240.300,6.200,0.000,1.000,18.000
2/3/2008,0.302,0.102,244.290,1.200,0.000,1.000,0.000
4/11/2008,0.262,0.000,243.610,1.200,0.000,0.000,0.000
29/5/2008,0.278,0.152,241.180,1.200,0.000,0.000,1.000
7/2/2007,1.580,0.230,241.100,6.600,2.000,1.000,18.000
16/4/2008,0.446,0.000,241.000,2.000,0.000,0.000,1.000
23/1/2007,0.484,0.098,243.230,2.200,0.000,0.000,0.000
5/11/2007,0.302,0.086,241.810,1.200,0.000,0.000,0.000
19/1/2007,2.442,0.214,238.140,10.200,0.000,1.000,17.000
15/10/2008,1.414,0.058,238.370,5.800,0.000,0.000,18.000
20/6/2008,1.038,0.478,241.480,4.800,0.000,2.000,1.000
15/1/2007,1.316,0.000,242.780,5.400,0.000,0.000,18.000
20/5/2007,0.218,0.046,233.690,1.000,0.000,0.000,0.000
20/7/2008,0.248,0.118,240.900,1.000,0.000,0.000,1.000
5/12/2008,1.402,0.078,246.870,5.600,0.000,0.000,0.000
30/1/2007,3.712,0.158,238.040,15.600,1.000,0.000,18.000
22/9/2008,1.272,0.106,236.910,5.400,0.000,2.000,17.000
2/1/2007,2.036,0.058,238.310,8.400,0.000,0.000,17.000
17/8/2007,0.106,0.000,239.690,0.400,0.000,0.000,0.000
15/8/2008,0.890,0.364,240.160,4.000,0.000,0.000,11.000
24/9/2008,1.128,0.188,240.660,4.800,0.000,15.000,1.000
18/12/2006,1.420,0.000,244.910,5.800,0.000,0.000,18.000
7/11/2008,0.440,0.182,243.060,2.000,0.000,0.000,0.000
22/11/2008,1.362,0.000,237.330,5.600,0.000,0.000,17.000
2/1/2007,0.488,0.172,244.640,2.000,0.000,0.000,0.000
24/6/2007,0.384,0.104,242.340,1.600,0.000,1.000,0.000
14/1/2007,2.376,0.000,239.680,10.800,26.000,0.000,0.000
24/3/2008,1.916,0.000,245.570,7.800,0.000,0.000,0.000
12/8/2008,0.080,0.000,240.500,0.200,0.000,0.000,1.000
31/12/2006,2.616,0.226,240.110,10.800,0.000,0.000,0.000
18/3/2008,3.602,0.000,237.180,15.000,0.000,37.000,17.000
21/11/2007,0.216,0.000,239.880,1.000,0.000,0.000,0.000
21/11/2007,2.238,0.076,238.430,9.400,0.000,0.000,18.000
11/12/2008,0.492,0.086,247.570,2.000,0.000,0.000,0.000
22/8/2007,1.340,0.228,240.640,5.600,0.000,0.000,17.000
9/9/2008,0.356,0.206,238.440,1.800,0.000,0.000,0.000
5/1/2007,1.856,0.116,239.680,7.600,0.000,0.000,18.000
19/12/2006,3.210,0.136,239.280,13.400,0.000,0.000,17.000
16/2/2007,0.588,0.218,241.550,2.800,0.000,0.000,0.000
6/6/2007,0.548,0.204,237.590,2.400,1.000,0.000,0.000
19/12/2006,1.784,0.000,242.120,7.600,0.000,1.000,0.000
2/12/2007,1.102,0.338,243.280,4.800,0.000,0.000,0.000
18/12/2007,4.650,0.198,237.340,19.800,0.000,37.000,18.000
30/11/2008,0.882,0.124,241.490,3.600,0.000,0.000,0.000
29/11/2007,0.328,0.114,247.180,1.400,0.000,0.000,0.000
9/12/2007,0.394,0.110,239.950,1.600,0.000,0.000,0.000
27/9/2008,0.246,0.124,241.100,1.000,0.000,0.000,0.000
5/2/2007,0.898,0.088,242.100,3.600,0.000,0.000,0.000
28/4/2008,0.258,0.000,244.250,1.000,0.000,0.000,1.000
16/4/2008,0.532,0.112,242.270,2.400,0.000,0.000,1.000
20/10/2007,1.542,0.188,237.720,6.400,0.000,2.000,17.000
1/7/2008,0.592,0.188,241.240,3.000,0.000,0.000,7.000
6/9/2007,0.170,0.000,243.610,1.000,0.000,0.000,0.000
20/6/2008,1.274,0.084,239.720,5.200,0.000,0.000,18.000
2/7/2007,0.292,0.096,241.030,1.400,0.000,1.000,0.000
27/3/2008,0.298,0.066,244.030,1.200,0.000,0.000,0.000
8/3/2008,0.272,0.000,246.400,1.200,0.000,0.000,0.000
10/1/2008,0.512,0.106,246.230,2.200,0.000,0.000,0.000
19/7/2008,0.246,0.114,239.560,1.000,0.000,0.000,1.000
3/4/2007,1.384,0.106,240.120,5.800,0.000,0.000,18.000
18/2/2008,1.286,0.000,240.090,5.200,0.000,0.000,17.000
5/11/2008,1.464,0.082,235.040,6.200,0.000,0.000,0.000
15/11/2008,3.234,0.318,240.100,13.400,0.000,0.000,18.000
9/2/2007,1.466,0.244,239.900,6.200,0.000,1.000,18.000
25/10/2007,0.210,0.000,244.990,0.800,0.000,0.000,0.000
13/1/2008,1.310,0.258,237.720,6.800,9.000,0.000,0.000
27/2/2008,0.214,0.000,240.520,0.800,0.000,0.000,0.000
2/6/2008,2.602,0.166,238.440,11.000,0.000,0.000,19.000
30/7/2008,0.346,0.000,240.460,1.800,0.000,0.000,1.000
11/2/2007,1.404,0.058,241.160,5.800,0.000,0.000,17.000
22/9/2007,0.572,0.310,238.400,2.600,0.000,1.000,0.000
14/10/2007,3.072,0.000,236.210,13.200,0.000,31.000,0.000
9/9/2007,1.588,0.114,239.470,6.600,0.000,0.000,18.000
16/3/2007,0.694,0.000,241.110,2.800,0.000,0.000,0.000
12/10/2008,0.412,0.146,243.980,1.800,0.000,2.000,1.000
25/2/2007,0.220,0.000,242.770,0.800,0.000,0.000,0.000
22/10/2007,1.118,0.000,240.490,4.600,0.000,0.000,0.000
31/3/2008,0.346,0.182,246.960,1.600,0.000,2.000,0.000
6/6/2007,0.772,0.198,234.580,3.400,0.000,0.000,0.000
29/9/2008,0.644,0.070,239.340,2.800,0.000,0.000,1.000
24/9/2008,3.478,0.000,238.730,14.400,38.000,0.000,18.000
8/5/2007,0.246,0.096,232.790,1.200,0.000,0.000,0.000
8/3/2008,2.998,0.096,237.350,13.200,8.000,0.000,18.000
20/4/2008,3.494,0.138,235.590,15.000,0.000,24.000,18.000
28/3/2007,1.802,0.164,240.700,7.400,0.000,0.000,17.000
15/11/2007,0.398,0.214,243.220,1.800,0.000,0.000,0.000
29/5/2007,1.342,0.098,232.540,5.800,0.000,0.000,17.000
2/5/2007,0.200,0.084,234.890,1.000,0.000,0.000,0.000
4/12/2008,3.142,0.284,237.230,13.600,0.000,0.000,17.000
5/3/2008,0.408,0.222,240.520,1.800,0.000,2.000,0.000
6/3/2007,0.366,0.124,241.860,1.600,0.000,0.000,0.000
19/4/2008,1.734,0.198,238.660,7.400,0.000,1.000,19.000
3/3/2008,0.508,0.000,237.010,2.200,0.000,1.000,0.000
27/5/2008,0.786,0.100,241.220,3.200,0.000,0.000,11.000
27/5/2007,2.014,0.332,231.980,8.800,0.000,3.000,17.000
19/8/2008,0.272,0.272,240.420,1.600,0.000,1.000,1.000
10/4/2007,0.286,0.100,239.470,1.200,0.000,2.000,0.000
11/3/2008,2.092,0.062,240.480,8.600,0.000,0.000,18.000
4/11/2007,0.208,0.000,240.820,0.800,0.000,0.000,0.000
4/10/2007,1.374,0.064,240.640,5.600,0.000,0.000,18.000
1/4/2007,3.984,0.416,234.350,17.000,38.000,1.000,17.000
19/10/2007,1.372,0.056,241.310,5.600,0.000,0.000,18.000
25/6/2008,2.788,0.220,235.580,12.400,0.000,0.000,18.000
20/11/2007,2.684,0.000,238.600,11.200,0.000,0.000,17.000
23/11/2008,4.336,0.190,235.190,18.400,0.000,0.000,17.000
27/7/2008,1.588,0.306,235.560,6.800,0.000,1.000,17.000
22/5/2007,0.368,0.066,235.440,1.600,0.000,0.000,0.000
4/4/2008,1.486,0.066,242.830,6.000,1.000,0.000,18.000
29/8/2008,0.150,0.090,239.630,1.000,0.000,0.000,0.000
23/10/2008,0.560,0.048,239.610,2.600,0.000,0.000,0.000
23/2/2007,1.656,0.000,237.460,7.000,0.000,0.000,18.000
14/11/2007,0.324,0.096,240.260,1.400,0.000,0.000,0.000
3/2/2008,0.230,0.000,244.160,1.000,0.000,0.000,0.000
23/2/2008,0.224,0.000,243.180,1.000,0.000,0.000,0.000
28/11/2007,0.300,0.000,247.070,1.200,0.000,0.000,0.000
6/8/2007,1.236,0.098,232.460,5.200,1.000,0.000,16.000
25/11/2008,2.324,0.000,241.840,9.600,0.000,0.000,18.000
10/11/2008,0.380,0.084,239.690,1.600,0.000,0.000,0.000
24/5/2008,0.340,0.246,243.390,1.600,0.000,0.000,1.000
31/8/2008,0.180,0.160,242.250,1.000,0.000,0.000,1.000
13/12/2008,0.242,0.000,244.210,1.000,0.000,0.000,0.000
23/10/2007,0.328,0.124,246.350,1.400,0.000,0.000,0.000
1/6/2008,1.022,0.210,241.810,4.400,0.000,0.000,0.000
4/7/2008,0.400,0.350,240.420,2.200,0.000,2.000,1.000
12/10/2007,0.416,0.204,240.150,1.800,0.000,0.000,0.000
20/1/2008,1.348,0.208,240.840,5.600,0.000,1.000,0.000
12/1/2007,0.378,0.278,245.680,1.800,0.000,1.000,0.000
17/3/2007,0.320,0.088,239.910,1.400,0.000,0.000,0.000
22/10/2007,1.182,0.000,242.120,4.800,0.000,0.000,0.000
29/6/2007,0.228,0.122,241.040,1.000,0.000,0.000,0.000
7/2/2007,1.370,0.190,240.990,5.800,0.000,3.000,0.000
5/1/2008,2.240,0.430,236.360,9.600,0.000,2.000,17.000
8/2/2007,0.824,0.366,245.260,3.600,0.000,1.000,0.000
16/3/2008,1.604,0.248,239.160,6.800,0.000,0.000,17.000
23/2/2007,1.482,0.188,242.240,6.000,0.000,2.000,18.000
3/3/2007,0.220,0.000,243.950,0.800,0.000,0.000,0.000
27/9/2008,3.156,0.546,238.150,13.400,0.000,0.000,18.000
3/9/2007,0.218,0.068,239.400,1.000,0.000,0.000,0.000
14/5/2008,0.272,0.130,242.720,1.200,0.000,0.000,0.000
21/9/2007,2.932,0.096,234.040,12.600,0.000,31.000,0.000
4/12/2007,5.854,0.114,236.740,24.600,0.000,73.000,17.000
8/4/2007,2.456,0.200,240.120,10.200,0.000,0.000,0.000
4/3/2008,1.646,0.066,241.210,7.200,0.000,2.000,12.000
4/11/2007,0.272,0.078,243.520,1.200,0.000,0.000,0.000
21/5/2007,1.230,0.000,231.710,5.200,0.000,0.000,16.000
25/11/2008,2.954,0.072,239.860,12.200,0.000,0.000,17.000
24/7/2008,0.344,0.080,239.920,1.400,0.000,0.000,1.000
6/8/2008,0.334,0.362,237.720,2.000,0.000,1.000,0.000
22/8/2007,4.294,0.208,239.650,17.800,39.000,0.000,18.000
22/8/2007,2.376,0.204,241.730,9.800,0.000,0.000,17.000
17/6/2007,1.312,0.092,241.630,5.600,0.000,0.000,0.000
9/6/2007,0.404,0.250,244.230,1.800,0.000,0.000,0.000
8/6/2007,1.336,0.000,231.670,5.800,0.000,0.000,17.000
4/4/2008,1.056,0.276,238.060,4.600,0.000,1.000,0.000
3/5/2008,1.548,0.290,237.600,6.600,1.000,0.000,18.000
11/5/2008,1.084,0.392,239.920,4.800,0.000,1.000,1.000
1/11/2008,0.432,0.050,241.060,2.000,0.000,0.000,0.000
14/11/2007,0.364,0.110,244.950,1.600,0.000,0.000,0.000
30/1/2007,0.314,0.120,243.200,1.400,0.000,0.000,0.000
29/2/2008,3.740,0.094,235.070,15.800,0.000,37.000,17.000
6/9/2007,0.206,0.112,241.930,1.000,0.000,0.000,0.000
31/7/2008,0.352,0.242,242.330,1.800,0.000,1.000,0.000
8/4/2008,4.706,0.390,240.720,19.600,0.000,38.000,18.000
18/7/2008,0.390,0.244,242.790,1.800,0.000,2.000,1.000
25/10/2007,3.704,0.156,238.000,15.600,0.000,1.000,18.000
8/7/2008,0.142,0.000,240.930,0.600,0.000,0.000,0.000
16/12/2007,0.540,0.000,248.070,2.200,0.000,0.000,0.000
15/2/2008,0.216,0.000,246.000,0.800,0.000,0.000,0.000
27/12/2007,2.018,0.090,246.760,8.200,0.000,0.000,0.000
25/3/2007,2.996,0.346,241.370,12.400,39.000,1.000,0.000
15/3/2008,1.136,0.054,239.090,4.800,0.000,0.000,0.000
30/12/2006,0.230,0.000,241.050,1.000,0.000,1.000,0.000
15/9/2007,1.930,0.000,239.210,8.000,0.000,0.000,18.000
14/7/2008,1.138,0.150,239.130,5.200,0.000,0.000,12.000
9/8/2008,0.176,0.152,241.060,0.800,0.000,0.000,1.000
23/8/2007,1.628,0.128,240.530,6.800,2.000,0.000,18.000
29/12/2007,2.384,0.072,238.860,10.000,0.000,0.000,0.000
31/7/2007,0.172,0.078,231.180,0.800,0.000,0.000,0.000
7/7/2008,1.286,0.082,238.760,5.400,0.000,0.000,18.000
25/4/2008,1.010,0.088,243.910,4.200,0.000,0.000,0.000
26/8/2008,0.082,0.000,242.210,0.200,0.000,0.000,0.000
5/2/2007,1.424,0.076,240.030,5.800,0.000,2.000,17.000
23/8/2007,1.308,0.000,240.760,5.400,0.000,0.000,18.000
1/1/2008,2.070,0.198,237.650,8.600,0.000,2.000,0.000
8/11/2008,1.986,0.108,237.930,9.400,0.000,20.000,0.000
19/8/2008,0.104,0.054,241.960,0.400,0.000,0.000,1.000
26/12/2006,4.316,0.070,238.760,18.000,38.000,0.000,17.000
5/5/2007,1.670,0.214,234.630,7.200,0.000,2.000,17.000
4/5/2008,0.858,0.308,237.900,3.800,0.000,1.000,1.000
9/8/2007,0.228,0.112,234.480,1.200,0.000,0.000,0.000
29/12/2006,1.408,0.000,246.820,5.800,0.000,0.000,18.000
9/11/2007,1.906,0.248,241.300,7.800,0.000,0.000,18.000
23/9/2008,0.274,0.122,239.650,1.200,0.000,0.000,0.000
15/11/2008,5.360,0.268,231.280,23.200,1.000,35.000,16.000
10/11/2008,2.324,0.218,240.020,9.600,1.000,1.000,18.000
5/5/2008,0.350,0.118,241.770,1.400,0.000,0.000,1.000
7/7/2008,0.214,0.094,242.160,1.000,0.000,0.000,1.000
24/9/2007,0.274,0.216,238.590,1.400,0.000,1.000,0.000
13/10/2008,0.354,0.116,242.350,1.600,0.000,0.000,0.000
6/2/2007,0.938,0.236,243.490,4.000,0.000,0.000,0.000
8/11/2007,4.842,0.334,233.450,20.800,37.000,0.000,0.000
4/10/2007,1.030,0.000,240.750,4.200,1.000,0.000,0.000
3/3/2007,0.228,0.000,244.990,1.000,0.000,0.000,0.000
30/3/2007,2.150,0.096,235.250,9.200,1.000,0.000,17.000
10/8/2008,0.358,0.142,238.550,1.600,0.000,0.000,0.000
1/2/2007,0.406,0.248,241.680,2.000,0.000,0.000,0.000
23/12/2007,0.340,0.122,246.990,1.400,0.000,0.000,0.000
12/10/2008,0.316,0.066,241.790,1.200,0.000,0.000,0.000
26/5/2007,1.582,0.118,235.080,6.600,0.000,0.000,17.000
18/8/2008,0.908,0.338,238.530,4.000,0.000,1.000,12.000
16/12/2007,1.796,0.052,242.370,7.400,0.000,0.000,0.000
19/9/2007,0.698,0.000,242.010,3.000,0.000,0.000,0.000
25/1/2007,0.288,0.108,243.060,1.200,0.000,0.000,0.000
27/2/2008,0.212,0.000,240.130,0.800,0.000,0.000,0.000
12/8/2008,0.244,0.252,240.400,1.400,0.000,0.000,1.000
2/1/2008,1.690,0.000,244.160,6.800,0.000,0.000,0.000
11/2/2008,0.328,0.106,245.750,1.400,0.000,0.000,0.000
11/4/2008,2.394,0.178,238.860,10.000,0.000,0.000,1.000
16/8/2008,0.160,0.126,242.450,0.800,0.000,0.000,0.000
8/5/2008,1.056,0.084,239.470,4.400,0.000,0.000,1.000
4/7/2008,0.170,0.000,239.200,0.800,0.000,0.000,0.000
12/9/2008,0.990,0.102,242.680,4.000,0.000,0.000,1.000
30/7/2007,0.104,0.000,238.250,0.400,0.000,0.000,0.000
1/5/2007,1.318,0.084,232.330,5.600,0.000,0.000,17.000
26/10/2008,0.204,0.056,239.710,0.800,0.000,0.000,0.000
3/9/2007,1.604,0.098,242.190,6.600,0.000,0.000,18.000
30/1/2008,1.448,0.052,238.910,6.000,0.000,0.000,18.000
18/2/2008,1.324,0.000,243.860,5.400,0.000,0.000,19.000
1/6/2007,0.270,0.000,235.590,1.200,0.000,0.000,0.000
13/11/2008,0.520,0.308,241.570,2.400,0.000,1.000,0.000
7/10/2008,0.594,0.148,239.750,2.600,0.000,2.000,1.000
15/3/2007,0.222,0.000,243.310,1.000,0.000,0.000,0.000
25/3/2007,2.358,0.060,240.970,9.800,0.000,0.000,0.000
8/8/2007,1.696,0.000,232.650,7.200,0.000,0.000,16.000
20/8/2007,0.338,0.152,243.710,1.400,0.000,1.000,0.000
25/1/2007,0.304,0.138,249.040,1.400,0.000,0.000,0.000
16/1/2008,0.596,0.000,241.410,2.600,0.000,0.000,0.000
21/3/2008,0.314,0.084,245.310,1.400,0.000,1.000,0.000
9/11/2007,3.712,0.398,233.810,16.000,0.000,0.000,0.000
28/10/2008,3.418,0.116,237.740,14.200,39.000,0.000,0.000
14/9/2008,0.184,0.000,243.130,0.800,0.000,0.000,1.000
9/4/2007,0.296,0.112,241.800,1.200,0.000,2.000,0.000
9/6/2008,0.366,0.000,241.670,1.800,0.000,0.000,1.000
8/1/2008,0.742,0.000,239.220,3.000,0.000,0.000,0.000
21/3/2008,3.620,0.114,239.630,15.000,0.000,38.000,18.000
30/5/2007,3.318,0.236,233.570,14.200,0.000,35.000,16.000
27/9/2007,4.250,0.050,234.710,18.400,29.000,0.000,17.000
22/1/2007,0.312,0.128,242.940,1.400,0.000,0.000,0.000
22/10/2007,1.288,0.000,240.830,5.200,0.000,0.000,18.000
28/8/2008,0.186,0.154,241.500,1.000,0.000,0.000,0.000
18/11/2007,0.480,0.132,245.620,2.000,0.000,0.000,0.000
8/5/2008,0.750,0.196,243.270,3.200,0.000,0.000,0.000
27/4/2007,1.168,0.000,232.340,5.000,0.000,0.000,17.000
