date,Usage_kWh,WeekStatus,Day_of_week,Load_Type,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh
19/06/2018 22:30,3.71,Weekday,Tuesday,Medium_Load,5.29,0.00
11/11/2018 00:45,2.77,Weekend,Sunday,Light_Load,3.96,0.00
19/05/2018 17:15,4.50,Weekend,Saturday,Medium_Load,0.00,26.53
30/05/2018 19:30,58.36,Weekday,Wednesday,Medium_Load,22.36,0.00
15/04/2018 02:15,3.42,Weekend,Sunday,Light_Load,3.96,0.00
21/04/2018 12:15,4.00,Weekend,Saturday,Medium_Load,0.00,13.75
03/06/2018 19:30,2.95,Weekend,Sunday,Light_Load,0.00,16.96
23/09/2018 18:45,2.81,Weekend,Sunday,Light_Load,0.00,11.20
11/04/2018 01:45,3.82,Weekday,Wednesday,Light_Load,5.04,0.00
31/05/2018 14:45,42.66,Weekday,Thursday,Maximum_Load,10.69,0.00
16/08/2018 09:30,98.53,Weekday,Thursday,Medium_Load,46.19,0.00
26/05/2018 09:45,37.30,Weekend,Saturday,Medium_Load,1.87,0.47
02/04/2018 09:00,68.62,Weekday,Monday,Light_Load,39.96,0.00
10/04/2018 14:00,62.96,Weekday,Tuesday,Maximum_Load,31.46,0.00
17/07/2018 02:15,2.99,Weekday,Tuesday,Light_Load,0.00,3.56
12/06/2018 06:00,3.10,Weekday,Tuesday,Light_Load,5.80,0.00
06/12/2018 08:00,6.44,Weekday,Thursday,Light_Load,3.17,0.00
19/05/2018 11:00,56.99,Weekend,Saturday,Maximum_Load,25.92,0.00
21/05/2018 23:00,3.60,Weekday,Monday,Medium_Load,4.00,0.00
23/08/2018 08:30,66.06,Weekday,Thursday,Light_Load,59.36,0.00
24/12/2018 19:15,4.14,Weekday,Monday,Maximum_Load,0.00,21.56
25/11/2018 14:15,3.10,Weekend,Sunday,Light_Load,0.00,15.08
28/07/2018 20:15,2.88,Weekend,Saturday,Medium_Load,0.00,16.96
12/02/2018 04:00,4.07,Weekday,Monday,Light_Load,3.85,0.00
28/04/2018 15:30,31.86,Weekend,Saturday,Maximum_Load,0.00,6.59
09/06/2018 03:45,3.20,Weekend,Saturday,Light_Load,5.69,0.00
26/11/2018 15:45,70.96,Weekday,Monday,Medium_Load,30.71,0.00
15/12/2018 12:15,3.42,Weekend,Saturday,Light_Load,0.00,14.58
01/10/2018 23:30,3.17,Weekday,Monday,Light_Load,6.12,0.00
09/03/2018 15:15,45.58,Weekday,Friday,Maximum_Load,4.39,0.04
15/03/2018 04:15,4.03,Weekday,Thursday,Light_Load,6.30,0.00
27/03/2018 20:30,34.81,Weekday,Tuesday,Medium_Load,3.46,1.91
20/09/2018 12:45,3.67,Weekday,Thursday,Medium_Load,0.00,10.87
21/11/2018 18:15,74.27,Weekday,Wednesday,Maximum_Load,33.84,0.00
16/06/2018 00:45,4.03,Weekend,Saturday,Light_Load,6.16,0.00
10/04/2018 08:45,110.74,Weekday,Tuesday,Light_Load,79.78,0.00
28/09/2018 18:45,38.12,Weekday,Friday,Medium_Load,16.85,0.00
07/07/2018 05:00,3.13,Weekend,Saturday,Light_Load,5.90,0.00
15/01/2018 18:45,72.83,Weekday,Monday,Maximum_Load,37.04,0.00
22/11/2018 17:45,32.94,Weekday,Thursday,Maximum_Load,0.07,3.46
08/10/2018 14:15,109.33,Weekday,Monday,Maximum_Load,61.70,0.00
14/11/2018 23:45,4.72,Weekday,Wednesday,Light_Load,5.58,0.00
16/06/2018 12:15,3.56,Weekend,Saturday,Medium_Load,0.00,10.44
28/02/2018 02:15,4.10,Weekday,Wednesday,Light_Load,4.21,0.00
17/02/2018 23:30,3.06,Weekend,Saturday,Light_Load,3.10,0.00
20/04/2018 17:30,124.70,Weekday,Friday,Medium_Load,50.47,0.00
09/10/2018 16:15,93.06,Weekday,Tuesday,Maximum_Load,44.60,0.00
29/01/2018 20:00,74.34,Weekday,Monday,Maximum_Load,30.56,0.00
01/07/2018 18:00,3.06,Weekend,Sunday,Light_Load,0.00,17.14
09/11/2018 23:30,4.82,Weekday,Friday,Light_Load,6.77,0.00
28/01/2018 11:45,28.22,Weekend,Sunday,Maximum_Load,9.25,0.00
23/02/2018 20:15,50.58,Weekday,Friday,Medium_Load,8.32,0.07
18/06/2018 18:30,43.34,Weekday,Monday,Medium_Load,33.41,0.00
16/04/2018 12:00,59.40,Weekday,Monday,Maximum_Load,44.71,0.00
09/03/2018 11:45,49.64,Weekday,Friday,Maximum_Load,27.68,0.00
11/07/2018 01:15,3.35,Weekday,Wednesday,Light_Load,4.28,0.00
26/12/2018 09:00,51.08,Weekday,Wednesday,Light_Load,12.78,0.00
25/03/2018 04:15,3.24,Weekend,Sunday,Light_Load,3.74,0.00
26/11/2018 16:15,64.22,Weekday,Monday,Medium_Load,26.06,0.00
14/06/2018 14:30,74.45,Weekday,Thursday,Maximum_Load,20.63,0.00
27/08/2018 11:15,54.94,Weekday,Monday,Maximum_Load,36.07,0.00
15/04/2018 07:15,3.10,Weekend,Sunday,Light_Load,3.92,0.00
10/10/2018 04:00,2.88,Weekday,Wednesday,Light_Load,4.93,0.00
04/04/2018 01:45,3.60,Weekday,Wednesday,Light_Load,4.61,0.00
14/09/2018 03:45,3.35,Weekday,Friday,Light_Load,4.50,0.00
27/10/2018 04:30,3.13,Weekend,Saturday,Light_Load,6.12,0.00
20/07/2018 23:30,3.10,Weekday,Friday,Light_Load,0.00,4.28
19/01/2018 08:30,66.92,Weekday,Friday,Light_Load,49.97,0.00
02/08/2018 23:15,2.84,Weekday,Thursday,Light_Load,5.62,0.00
02/01/2018 08:45,52.06,Weekday,Tuesday,Light_Load,35.32,0.00
13/08/2018 13:00,4.97,Weekday,Monday,Medium_Load,0.00,13.97
29/10/2018 23:30,3.64,Weekday,Monday,Light_Load,6.30,0.00
27/02/2018 07:30,4.32,Weekday,Tuesday,Light_Load,3.42,0.00
14/08/2018 17:15,105.48,Weekday,Tuesday,Medium_Load,38.23,0.00
15/05/2018 07:00,2.92,Weekday,Tuesday,Light_Load,4.61,0.00
28/05/2018 22:45,3.64,Weekday,Monday,Medium_Load,5.00,0.00
29/04/2018 09:30,3.13,Weekend,Sunday,Light_Load,0.00,16.74
07/07/2018 21:15,3.10,Weekend,Saturday,Medium_Load,0.00,16.99
08/01/2018 02:45,3.38,Weekday,Monday,Light_Load,4.68,0.00
04/02/2018 02:15,6.01,Weekend,Sunday,Light_Load,7.67,0.00
07/06/2018 17:15,45.65,Weekday,Thursday,Medium_Load,18.54,0.00
10/11/2018 09:15,45.14,Weekend,Saturday,Medium_Load,12.38,0.00
22/11/2018 07:00,3.10,Weekday,Thursday,Light_Load,2.88,0.00
05/07/2018 04:00,3.06,Weekday,Thursday,Light_Load,5.04,0.00
24/03/2018 11:00,32.54,Weekend,Saturday,Maximum_Load,0.29,4.18
21/03/2018 16:45,80.53,Weekday,Wednesday,Maximum_Load,39.53,0.00
29/06/2018 18:00,25.56,Weekday,Friday,Medium_Load,0.00,9.43
22/06/2018 09:00,55.01,Weekday,Friday,Light_Load,37.73,0.00
05/04/2018 04:45,3.06,Weekday,Thursday,Light_Load,3.71,0.00
29/07/2018 00:45,2.63,Weekend,Sunday,Light_Load,4.14,0.00
02/12/2018 13:15,3.78,Weekend,Sunday,Light_Load,0.00,15.59
06/07/2018 05:30,3.24,Weekday,Friday,Light_Load,6.05,0.00
13/05/2018 09:30,3.20,Weekend,Sunday,Light_Load,0.00,16.96
20/07/2018 03:00,2.84,Weekday,Friday,Light_Load,0.00,4.39
21/01/2018 22:15,4.68,Weekend,Sunday,Light_Load,1.22,15.66
10/05/2018 09:30,57.20,Weekday,Thursday,Medium_Load,26.60,0.00
01/05/2018 08:00,2.84,Weekday,Tuesday,Light_Load,4.39,0.00
11/01/2018 05:15,4.57,Weekday,Thursday,Light_Load,4.50,0.00
23/10/2018 18:30,125.28,Weekday,Tuesday,Medium_Load,80.46,0.00
09/02/2018 18:45,71.10,Weekday,Friday,Maximum_Load,17.93,0.94
04/05/2018 05:00,3.06,Weekday,Friday,Light_Load,3.60,0.00
30/10/2018 08:30,66.46,Weekday,Tuesday,Light_Load,57.20,0.00
24/08/2018 18:15,38.09,Weekday,Friday,Medium_Load,21.13,0.50
10/03/2018 21:15,4.18,Weekend,Saturday,Medium_Load,0.00,26.89
01/11/2018 23:15,3.60,Weekday,Thursday,Light_Load,6.91,0.00
22/05/2018 23:45,3.06,Weekday,Tuesday,Light_Load,4.93,0.00
17/06/2018 20:45,2.95,Weekend,Sunday,Light_Load,0.00,17.32
03/02/2018 18:45,41.98,Weekend,Saturday,Maximum_Load,4.79,0.29
28/07/2018 00:00,2.66,Weekend,Saturday,Light_Load,3.96,0.00
28/07/2018 08:30,42.44,Weekend,Saturday,Light_Load,38.88,0.00
23/08/2018 09:45,52.67,Weekday,Thursday,Medium_Load,30.96,0.00
26/03/2018 21:00,35.17,Weekday,Monday,Medium_Load,2.74,4.93
30/03/2018 04:45,2.99,Weekday,Friday,Light_Load,3.85,0.00
10/05/2018 09:45,76.97,Weekday,Thursday,Medium_Load,39.56,0.00
22/10/2018 09:30,48.38,Weekday,Monday,Medium_Load,22.25,0.00
13/11/2018 14:15,66.38,Weekday,Tuesday,Medium_Load,29.74,0.00
17/06/2018 05:45,2.77,Weekend,Sunday,Light_Load,4.28,0.00
09/03/2018 22:45,3.82,Weekday,Friday,Medium_Load,4.28,0.00
08/11/2018 00:30,3.64,Weekday,Thursday,Light_Load,6.37,0.00
27/05/2018 23:15,3.31,Weekend,Sunday,Light_Load,4.97,0.00
22/02/2018 19:45,99.47,Weekday,Thursday,Maximum_Load,40.03,0.00
07/12/2018 21:00,19.69,Weekday,Friday,Medium_Load,0.00,11.74
16/06/2018 03:00,2.92,Weekend,Saturday,Light_Load,5.00,0.00
18/02/2018 08:30,3.20,Weekend,Sunday,Light_Load,4.32,0.00
02/08/2018 16:15,2.92,Weekday,Thursday,Light_Load,0.00,16.60
03/10/2018 21:45,2.88,Weekday,Wednesday,Medium_Load,0.00,11.41
15/06/2018 06:30,2.95,Weekday,Friday,Light_Load,5.80,0.00
16/02/2018 13:15,3.42,Weekday,Friday,Light_Load,0.00,16.85
20/11/2018 11:15,52.20,Weekday,Tuesday,Maximum_Load,18.14,0.00
04/12/2018 14:00,56.12,Weekday,Tuesday,Medium_Load,32.15,0.00
09/02/2018 19:15,39.42,Weekday,Friday,Maximum_Load,0.68,1.80
24/05/2018 02:00,3.38,Weekday,Thursday,Light_Load,4.72,0.00
07/08/2018 21:30,15.52,Weekday,Tuesday,Medium_Load,0.00,11.95
09/02/2018 21:30,103.39,Weekday,Friday,Medium_Load,25.63,0.00
15/01/2018 13:30,146.27,Weekday,Monday,Medium_Load,76.79,0.00
28/07/2018 03:30,4.00,Weekend,Saturday,Light_Load,5.80,0.00
22/08/2018 07:00,2.52,Weekday,Wednesday,Light_Load,4.21,0.00
28/12/2018 13:30,56.12,Weekday,Friday,Medium_Load,15.01,0.04
13/09/2018 17:00,58.68,Weekday,Thursday,Maximum_Load,35.42,0.00
30/09/2018 00:15,3.02,Weekend,Sunday,Light_Load,5.44,0.00
21/04/2018 09:45,36.43,Weekend,Saturday,Medium_Load,3.13,0.47
24/10/2018 18:00,33.52,Weekday,Wednesday,Medium_Load,11.45,0.25
03/01/2018 18:45,37.08,Weekday,Wednesday,Maximum_Load,4.18,1.94
20/03/2018 23:30,3.92,Weekday,Tuesday,Light_Load,4.18,0.00
12/09/2018 15:15,77.44,Weekday,Wednesday,Maximum_Load,45.25,0.00
28/07/2018 01:30,3.38,Weekend,Saturday,Light_Load,5.72,0.00
12/12/2018 14:15,86.51,Weekday,Wednesday,Medium_Load,52.31,0.00
26/05/2018 11:00,35.60,Weekend,Saturday,Maximum_Load,4.32,1.26
17/11/2018 04:00,3.85,Weekend,Saturday,Light_Load,6.59,0.00
12/01/2018 19:00,111.28,Weekday,Friday,Maximum_Load,44.57,0.00
21/06/2018 23:45,4.14,Weekday,Thursday,Light_Load,6.08,0.00
28/10/2018 18:45,4.82,Weekend,Sunday,Light_Load,0.00,17.10
11/12/2018 21:15,6.77,Weekday,Tuesday,Medium_Load,0.00,20.20
23/06/2018 21:45,2.84,Weekend,Saturday,Medium_Load,0.00,17.21
22/09/2018 22:45,2.77,Weekend,Saturday,Light_Load,6.52,0.00
18/03/2018 07:30,3.10,Weekend,Sunday,Light_Load,3.28,0.00
28/10/2018 00:45,3.38,Weekend,Sunday,Light_Load,6.48,0.00
08/09/2018 15:30,34.70,Weekend,Saturday,Maximum_Load,7.92,0.00
28/05/2018 09:15,78.59,Weekday,Monday,Medium_Load,47.34,0.00
15/03/2018 05:30,3.46,Weekday,Thursday,Light_Load,5.47,0.00
27/01/2018 19:00,6.37,Weekend,Saturday,Maximum_Load,0.00,26.21
09/01/2018 05:45,4.75,Weekday,Tuesday,Light_Load,3.89,0.00
20/04/2018 15:30,106.67,Weekday,Friday,Maximum_Load,43.74,0.00
19/06/2018 06:45,2.84,Weekday,Tuesday,Light_Load,5.22,0.00
28/01/2018 23:00,4.00,Weekend,Sunday,Maximum_Load,2.99,0.00
11/02/2018 00:45,4.57,Weekend,Sunday,Light_Load,4.46,0.00
07/11/2018 13:15,30.64,Weekday,Wednesday,Medium_Load,8.71,4.68
16/09/2018 08:30,2.63,Weekend,Sunday,Light_Load,4.75,0.00
23/09/2018 09:00,2.81,Weekend,Sunday,Light_Load,0.00,11.56
31/07/2018 05:45,3.28,Weekday,Tuesday,Light_Load,4.10,0.00
01/10/2018 23:15,3.28,Weekday,Monday,Light_Load,6.41,0.00
19/08/2018 12:00,3.78,Weekend,Sunday,Light_Load,0.14,3.89
16/01/2018 00:45,4.64,Weekday,Tuesday,Light_Load,6.01,0.00
04/04/2018 10:30,60.73,Weekday,Wednesday,Maximum_Load,27.40,0.00
13/04/2018 13:15,46.87,Weekday,Friday,Maximum_Load,15.34,4.28
25/03/2018 05:30,3.06,Weekend,Sunday,Light_Load,3.24,0.00
12/05/2018 08:00,3.17,Weekend,Saturday,Light_Load,3.78,0.00
20/06/2018 23:45,3.38,Weekday,Wednesday,Light_Load,4.03,0.00
20/03/2018 23:00,3.92,Weekday,Tuesday,Medium_Load,4.82,0.00
27/03/2018 20:15,45.04,Weekday,Tuesday,Medium_Load,11.20,0.14
20/06/2018 21:00,7.60,Weekday,Wednesday,Medium_Load,0.00,22.36
09/09/2018 05:00,2.92,Weekend,Sunday,Light_Load,5.83,0.00
06/06/2018 23:00,2.99,Weekday,Wednesday,Medium_Load,5.72,0.00
09/05/2018 13:15,45.43,Weekday,Wednesday,Maximum_Load,22.28,7.31
02/02/2018 07:45,7.81,Weekday,Friday,Light_Load,4.97,0.00
14/09/2018 22:15,3.28,Weekday,Friday,Medium_Load,5.87,0.04
14/02/2018 15:00,3.92,Weekday,Wednesday,Light_Load,0.00,24.41
05/12/2018 07:15,3.49,Weekday,Wednesday,Light_Load,3.02,0.00
14/01/2018 22:30,4.61,Weekend,Sunday,Maximum_Load,4.21,0.00
01/08/2018 04:15,3.24,Weekday,Wednesday,Light_Load,4.32,0.00
20/10/2018 16:45,103.82,Weekend,Saturday,Maximum_Load,45.50,0.00
15/12/2018 00:15,4.14,Weekend,Saturday,Light_Load,3.46,0.07
20/08/2018 18:15,35.50,Weekday,Monday,Medium_Load,19.01,0.65
26/03/2018 22:30,4.93,Weekday,Monday,Medium_Load,6.05,0.00
07/04/2018 22:00,3.31,Weekend,Saturday,Medium_Load,0.00,17.35
14/03/2018 19:15,4.46,Weekday,Wednesday,Medium_Load,0.00,24.66
04/05/2018 22:15,3.71,Weekday,Friday,Medium_Load,1.44,14.58
30/06/2018 02:30,2.92,Weekend,Saturday,Light_Load,4.97,0.00
08/12/2018 03:45,3.38,Weekend,Saturday,Light_Load,2.88,0.00
18/10/2018 16:30,68.08,Weekday,Thursday,Maximum_Load,44.71,0.00
11/07/2018 04:30,3.24,Weekday,Wednesday,Light_Load,3.71,0.00
24/11/2018 13:00,3.46,Weekend,Saturday,Light_Load,0.00,15.34
09/10/2018 21:30,3.64,Weekday,Tuesday,Medium_Load,0.00,18.07
11/04/2018 21:30,5.22,Weekday,Wednesday,Medium_Load,0.00,26.71
27/12/2018 00:45,3.71,Weekday,Thursday,Light_Load,3.02,0.07
29/04/2018 01:30,2.66,Weekend,Sunday,Light_Load,3.38,0.00
18/06/2018 16:15,71.68,Weekday,Monday,Maximum_Load,23.72,0.00
31/03/2018 05:15,2.88,Weekend,Saturday,Light_Load,3.96,0.00
28/04/2018 08:00,3.13,Weekend,Saturday,Light_Load,3.60,0.00
18/09/2018 22:30,3.38,Weekday,Tuesday,Medium_Load,6.73,0.00
23/05/2018 10:45,114.59,Weekday,Wednesday,Maximum_Load,57.60,0.00
10/06/2018 16:45,3.71,Weekend,Sunday,Light_Load,0.00,18.14
13/06/2018 09:15,86.76,Weekday,Wednesday,Medium_Load,35.06,0.00
12/02/2018 12:45,9.61,Weekday,Monday,Medium_Load,0.00,26.03
27/03/2018 07:30,3.67,Weekday,Tuesday,Light_Load,4.18,0.00
10/01/2018 06:45,4.43,Weekday,Wednesday,Light_Load,4.75,0.00
10/11/2018 00:00,2.70,Weekend,Saturday,Light_Load,3.60,0.00
01/08/2018 16:45,2.84,Weekday,Wednesday,Light_Load,0.00,20.30
26/11/2018 12:00,61.34,Weekday,Monday,Maximum_Load,29.95,1.37
12/07/2018 09:15,67.61,Weekday,Thursday,Medium_Load,38.05,0.00
29/05/2018 17:00,54.18,Weekday,Tuesday,Maximum_Load,19.69,0.00
10/06/2018 21:15,3.56,Weekend,Sunday,Light_Load,0.00,18.43
05/12/2018 18:15,5.87,Weekday,Wednesday,Maximum_Load,0.00,10.37
18/08/2018 00:30,2.59,Weekend,Saturday,Light_Load,4.14,0.00
23/07/2018 19:30,99.29,Weekday,Monday,Medium_Load,34.42,0.00
22/09/2018 17:45,2.81,Weekend,Saturday,Light_Load,0.00,10.66
02/07/2018 20:45,47.63,Weekday,Monday,Medium_Load,12.35,0.00
19/10/2018 01:30,3.64,Weekday,Friday,Light_Load,6.52,0.00
02/10/2018 01:15,2.59,Weekday,Tuesday,Light_Load,4.50,0.00
17/03/2018 23:30,2.95,Weekend,Saturday,Light_Load,2.84,0.00
18/06/2018 14:45,60.08,Weekday,Monday,Maximum_Load,21.56,0.00
14/04/2018 00:30,3.60,Weekend,Saturday,Light_Load,3.49,0.00
20/02/2018 11:30,120.60,Weekday,Tuesday,Maximum_Load,51.88,0.00
08/08/2018 21:45,3.89,Weekday,Wednesday,Medium_Load,0.00,16.27
10/07/2018 20:00,74.59,Weekday,Tuesday,Medium_Load,25.78,0.00
26/05/2018 16:30,35.82,Weekend,Saturday,Maximum_Load,7.02,1.04
13/05/2018 04:30,2.92,Weekend,Sunday,Light_Load,4.36,0.00
16/03/2018 20:00,103.46,Weekday,Friday,Medium_Load,28.87,0.00
25/06/2018 17:15,49.18,Weekday,Monday,Medium_Load,19.58,0.00
11/10/2018 05:30,2.99,Weekday,Thursday,Light_Load,6.05,0.00
09/12/2018 23:45,3.46,Weekend,Sunday,Light_Load,2.63,0.22
22/06/2018 01:30,3.02,Weekday,Friday,Light_Load,5.65,0.00
18/04/2018 14:30,50.08,Weekday,Wednesday,Maximum_Load,20.20,0.00
02/07/2018 06:45,3.42,Weekday,Monday,Light_Load,4.61,0.00
29/09/2018 21:15,2.81,Weekend,Saturday,Medium_Load,0.00,11.81
19/07/2018 09:00,71.24,Weekday,Thursday,Light_Load,54.07,0.00
26/03/2018 14:00,49.57,Weekday,Monday,Maximum_Load,12.24,0.04
25/12/2018 07:15,3.24,Weekday,Tuesday,Light_Load,2.45,0.04
13/05/2018 17:00,3.13,Weekend,Sunday,Light_Load,0.00,16.88
21/11/2018 23:15,3.74,Weekday,Wednesday,Light_Load,2.92,0.00
18/07/2018 03:15,2.92,Weekday,Wednesday,Light_Load,0.00,5.11
25/04/2018 10:45,49.25,Weekday,Wednesday,Maximum_Load,18.50,0.00
11/04/2018 22:00,5.18,Weekday,Wednesday,Medium_Load,0.00,26.64
05/02/2018 00:00,76.93,Weekday,Monday,Light_Load,41.76,0.00
01/07/2018 11:00,3.06,Weekend,Sunday,Light_Load,0.00,17.42
04/09/2018 14:30,103.90,Weekday,Tuesday,Maximum_Load,50.51,0.00
27/09/2018 14:45,71.14,Weekday,Thursday,Maximum_Load,42.19,0.00
08/03/2018 02:45,3.13,Weekday,Thursday,Light_Load,2.70,0.00
27/10/2018 08:30,46.55,Weekend,Saturday,Light_Load,43.31,0.00
03/04/2018 19:30,62.71,Weekday,Tuesday,Medium_Load,37.30,0.00
10/08/2018 08:00,6.34,Weekday,Friday,Light_Load,7.06,0.00
01/11/2018 06:00,3.96,Weekday,Thursday,Light_Load,5.58,0.00
11/06/2018 13:30,59.18,Weekday,Monday,Maximum_Load,35.14,0.00
02/03/2018 15:30,26.39,Weekday,Friday,Maximum_Load,0.00,12.67
09/05/2018 09:30,61.92,Weekday,Wednesday,Medium_Load,30.85,0.00
21/07/2018 05:15,3.35,Weekend,Saturday,Light_Load,5.72,0.00
31/01/2018 19:45,76.32,Weekday,Wednesday,Maximum_Load,11.41,0.29
23/10/2018 07:45,4.00,Weekday,Tuesday,Light_Load,6.98,0.00
20/03/2018 10:15,48.31,Weekday,Tuesday,Maximum_Load,13.50,0.00
09/09/2018 20:15,2.95,Weekend,Sunday,Medium_Load,0.00,11.66
18/11/2018 23:45,2.92,Weekend,Sunday,Light_Load,4.14,0.00
23/05/2018 00:30,3.64,Weekday,Wednesday,Light_Load,5.36,0.00
04/12/2018 10:30,53.42,Weekday,Tuesday,Maximum_Load,31.32,0.00
13/02/2018 04:00,5.90,Weekday,Tuesday,Light_Load,5.80,0.00
29/05/2018 16:30,52.99,Weekday,Tuesday,Maximum_Load,17.35,0.00
26/05/2018 05:30,3.49,Weekend,Saturday,Light_Load,5.62,0.00
01/04/2018 19:00,3.10,Weekend,Sunday,Light_Load,0.00,16.99
15/10/2018 01:30,2.77,Weekday,Monday,Light_Load,5.08,0.00
04/09/2018 17:45,59.44,Weekday,Tuesday,Medium_Load,36.65,0.00
26/02/2018 04:45,3.85,Weekday,Monday,Light_Load,3.38,0.00
11/06/2018 07:45,4.68,Weekday,Monday,Light_Load,7.02,0.00
09/08/2018 01:45,2.74,Weekday,Thursday,Light_Load,5.00,0.00
15/04/2018 12:00,3.13,Weekend,Sunday,Light_Load,0.00,5.54
05/04/2018 16:45,68.94,Weekday,Thursday,Maximum_Load,25.49,0.00
02/09/2018 01:00,2.63,Weekend,Sunday,Light_Load,4.64,0.00
08/11/2018 22:45,3.96,Weekday,Thursday,Maximum_Load,7.20,0.00
08/11/2018 10:00,66.10,Weekday,Thursday,Medium_Load,33.12,0.00
30/01/2018 16:00,74.38,Weekday,Tuesday,Medium_Load,32.15,0.00
10/04/2018 21:15,5.65,Weekday,Tuesday,Medium_Load,0.00,26.78
23/09/2018 17:30,2.81,Weekend,Sunday,Light_Load,0.00,10.91
29/05/2018 06:30,3.20,Weekday,Tuesday,Light_Load,5.51,0.00
09/01/2018 02:00,4.75,Weekday,Tuesday,Light_Load,4.21,0.00
24/01/2018 23:15,41.98,Weekday,Wednesday,Light_Load,30.24,0.00
03/12/2018 19:30,39.17,Weekday,Monday,Maximum_Load,9.72,0.00
13/09/2018 15:00,67.90,Weekday,Thursday,Maximum_Load,38.92,0.00
10/11/2018 10:15,58.61,Weekend,Saturday,Maximum_Load,23.76,0.00
22/12/2018 05:30,3.96,Weekend,Saturday,Light_Load,3.31,0.11
15/02/2018 05:00,3.24,Weekday,Thursday,Light_Load,4.54,0.00
16/02/2018 08:30,3.13,Weekday,Friday,Light_Load,3.89,0.00
16/07/2018 16:00,64.15,Weekday,Monday,Maximum_Load,35.42,0.00
22/06/2018 20:45,31.64,Weekday,Friday,Medium_Load,7.34,5.72
25/05/2018 13:00,5.29,Weekday,Friday,Medium_Load,0.00,25.70
11/03/2018 09:45,33.16,Weekend,Sunday,Medium_Load,1.30,1.66
18/11/2018 19:15,3.78,Weekend,Sunday,Maximum_Load,0.00,17.96
03/08/2018 10:45,2.88,Weekday,Friday,Light_Load,0.00,16.85
16/10/2018 20:45,45.40,Weekday,Tuesday,Medium_Load,20.45,0.00
30/01/2018 18:15,55.26,Weekday,Tuesday,Maximum_Load,27.04,0.36
18/12/2018 07:00,3.31,Weekday,Tuesday,Light_Load,2.12,0.22
02/06/2018 19:00,3.67,Weekend,Saturday,Light_Load,0.00,16.74
07/10/2018 18:45,3.17,Weekend,Sunday,Light_Load,0.00,11.48
04/02/2018 04:45,5.83,Weekend,Sunday,Light_Load,5.76,0.00
06/04/2018 08:15,34.92,Weekday,Friday,Light_Load,29.66,0.00
15/08/2018 18:15,2.99,Weekday,Wednesday,Medium_Load,0.00,6.30
26/05/2018 18:00,3.74,Weekend,Saturday,Medium_Load,0.00,16.78
26/08/2018 19:30,3.06,Weekend,Sunday,Medium_Load,0.00,13.86
30/06/2018 19:00,3.82,Weekend,Saturday,Medium_Load,0.00,18.94
21/11/2018 18:45,106.52,Weekday,Wednesday,Maximum_Load,47.12,0.00
27/12/2018 19:15,51.01,Weekday,Thursday,Maximum_Load,10.15,0.36
04/09/2018 03:00,2.63,Weekday,Tuesday,Light_Load,4.75,0.00
02/03/2018 20:30,62.71,Weekday,Friday,Medium_Load,5.72,1.04
13/02/2018 18:00,96.08,Weekday,Tuesday,Maximum_Load,13.14,0.32
03/06/2018 15:45,3.24,Weekend,Sunday,Light_Load,0.00,18.04
30/09/2018 10:30,2.74,Weekend,Sunday,Light_Load,0.00,11.77
29/09/2018 00:45,2.45,Weekend,Saturday,Light_Load,4.00,0.00
26/12/2018 10:00,55.44,Weekday,Wednesday,Medium_Load,22.82,0.00
29/11/2018 08:45,88.06,Weekday,Thursday,Light_Load,38.02,0.00
19/07/2018 12:15,7.06,Weekday,Thursday,Medium_Load,2.88,3.96
11/08/2018 23:45,2.66,Weekend,Saturday,Light_Load,4.64,0.00
03/12/2018 18:30,42.26,Weekday,Monday,Maximum_Load,19.73,0.00
30/04/2018 12:45,5.51,Weekday,Monday,Medium_Load,0.00,26.53
03/09/2018 11:45,39.60,Weekday,Monday,Maximum_Load,15.52,0.00
14/04/2018 03:00,3.71,Weekend,Saturday,Light_Load,4.50,0.00
13/10/2018 00:30,3.56,Weekend,Saturday,Light_Load,7.09,0.00
08/02/2018 14:00,113.33,Weekday,Thursday,Medium_Load,45.94,0.00
24/12/2018 14:45,38.48,Weekday,Monday,Medium_Load,4.25,0.25
12/07/2018 12:30,4.36,Weekday,Thursday,Medium_Load,0.00,16.88
28/06/2018 23:15,3.49,Weekday,Thursday,Light_Load,4.00,0.00
14/07/2018 01:30,2.63,Weekend,Saturday,Light_Load,4.14,0.00
09/02/2018 22:30,64.66,Weekday,Friday,Maximum_Load,41.51,0.00
06/01/2018 23:30,3.10,Weekend,Saturday,Light_Load,2.56,0.00
06/04/2018 13:15,60.37,Weekday,Friday,Maximum_Load,14.90,5.22
30/11/2018 01:15,4.97,Weekday,Friday,Light_Load,4.90,0.00
23/03/2018 04:45,3.60,Weekday,Friday,Light_Load,4.90,0.00
28/02/2018 15:00,97.88,Weekday,Wednesday,Medium_Load,43.67,0.00
05/02/2018 09:15,63.11,Weekday,Monday,Medium_Load,18.40,0.00
23/09/2018 22:15,2.63,Weekend,Sunday,Light_Load,5.36,0.11
18/03/2018 08:45,3.10,Weekend,Sunday,Light_Load,3.31,0.11
17/06/2018 18:45,2.92,Weekend,Sunday,Light_Load,0.00,12.06
26/02/2018 15:15,47.38,Weekday,Monday,Medium_Load,9.32,0.00
02/08/2018 01:30,2.88,Weekday,Thursday,Light_Load,4.54,0.00
